model,context_length,position_ratio,repeat,correct,status,passkey,pred_digits,generated_text
Standard,1024,0.7,13,0,ok,64148,,"In the absence of the universe. 
The most common example of the universe"
Standard,1024,0.7,14,0,ok,38422,,"In the absence of the universe. 
The most common example of the universe"
Standard,1024,0.7,15,0,ok,92765,,"In the most difficult way.

In the early stages of the universe,"
Standard,1024,0.7,16,0,ok,54771,,"In the absence of the universe. 
The most common example of the universe"
Standard,1024,0.7,17,0,ok,48053,,"In the absence of the universe. 
The most common example of the universe"
Standard,1024,0.7,18,0,ok,39323,,"In the absence of the universe. 
The most common example of the universe"
Standard,1024,0.7,19,0,ok,90882,,"In the absence of the universe. 
The most common example of the universe"
Standard,1024,0.9,0,0,ok,18858,19901990,"In the mid-1990s. 
In the mid-1990s,"
Standard,1024,0.9,1,0,ok,55228,,"In the most common case of space.

In the early stages of the"
Standard,1024,0.9,2,0,ok,56259,19901990,"In the mid-1990s. 
In the mid-1990s,"
Standard,1024,0.9,3,0,ok,97202,,"
referred to the high-quality phase of the universe. 
The"
Standard,1024,0.9,4,0,ok,91704,,"In the most difficult task.

In the early stages of the universe,"
Standard,1024,0.9,5,0,ok,64301,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,6,0,ok,72788,,"In the most common case of space.

In the early stages of the"
Standard,1024,0.9,7,0,ok,88437,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,8,0,ok,60318,,"In the most difficult way.

In the early stages of the universe,"
Standard,1024,0.9,9,0,ok,88532,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,10,0,ok,29241,,"In the most common case of space.

In the early stages of the"
Standard,1024,0.9,11,0,ok,14519,19901990,"In the mid-1990s. 
In the mid-1990s,"
Standard,1024,0.9,12,0,ok,50548,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,13,0,ok,23365,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,14,0,ok,15311,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,15,0,ok,25266,,"In the most common case of space.

In the early stages of the"
Standard,1024,0.9,16,0,ok,96903,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,17,0,ok,11561,,"In the most common terms of the universe. 
In the early stages of"
Standard,1024,0.9,18,0,ok,11037,,"In the most common case of space.

In the early stages of the"
Standard,1024,0.9,19,0,ok,58876,,"In the most difficult way.

In the early stages of the universe,"
Standard,2048,0.1,0,0,ok,22976,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,1,0,ok,71852,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.1,2,0,ok,27997,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,3,0,ok,33545,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,4,0,ok,91384,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.1,5,0,ok,89462,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,6,0,ok,47781,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,7,0,ok,92308,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,8,0,ok,32863,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,9,0,ok,34799,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,10,0,ok,27921,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,11,0,ok,79914,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.1,12,0,ok,83104,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,13,0,ok,11371,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,14,0,ok,73263,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.1,15,0,ok,69826,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.1,16,0,ok,49959,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,17,0,ok,37270,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.1,18,0,ok,71680,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.1,19,0,ok,87001,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,0,0,ok,72514,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.3,1,0,ok,78453,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,2,0,ok,55832,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.3,3,0,ok,56987,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,4,0,ok,73766,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,5,0,ok,47096,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,6,0,ok,90002,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,7,0,ok,14497,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,8,0,ok,43145,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,9,0,ok,62716,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.3,10,0,ok,46274,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,11,0,ok,89704,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,12,0,ok,77605,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,13,0,ok,86700,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.3,14,0,ok,40235,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,15,0,ok,28064,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,16,0,ok,20584,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,17,0,ok,69783,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.3,18,0,ok,91776,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.3,19,0,ok,78358,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.5,0,0,ok,35144,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,1,0,ok,17946,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,2,0,ok,20475,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,3,0,ok,93882,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.5,4,0,ok,89013,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,5,0,ok,63226,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.5,6,0,ok,91629,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.5,7,0,ok,86610,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.5,8,0,ok,97798,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.5,9,0,ok,69629,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.5,10,0,ok,38985,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,11,0,ok,84508,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,12,0,ok,62030,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,13,0,ok,15165,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,14,0,ok,87211,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.5,15,0,ok,31843,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,16,0,ok,60155,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,17,0,ok,55384,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,18,0,ok,25708,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.5,19,0,ok,94648,,"
excluding the goal of the universe. 
The physical consequences of the"
Standard,2048,0.7,0,0,ok,11814,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,1,0,ok,29431,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,2,0,ok,41622,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.7,3,0,ok,97271,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,4,0,ok,32056,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,5,0,ok,94855,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,6,0,ok,68638,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.7,7,0,ok,10616,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,8,0,ok,19729,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,9,0,ok,48436,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,10,0,ok,46744,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,11,0,ok,73995,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,12,0,ok,65173,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,13,0,ok,27685,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,14,0,ok,59502,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,15,0,ok,93400,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.7,16,0,ok,88423,,"
excluding the goal of the universe. 
The goal of the universe"
Standard,2048,0.7,17,0,ok,59843,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,18,0,ok,14587,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.7,19,0,ok,39584,,"
excluding the goal of the universe. 
The physical consequences of space"
Standard,2048,0.9,0,0,ok,83034,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.9,1,0,ok,42678,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,2,0,ok,64626,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,3,0,ok,49431,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,4,0,ok,59151,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,5,0,ok,86933,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.9,6,0,ok,16993,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,7,0,ok,58796,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,8,0,ok,24116,,"In the most common case of space.

In the early stages of the"
Standard,2048,0.9,9,0,ok,51384,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,10,0,ok,15995,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,11,0,ok,22234,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,12,0,ok,85552,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.9,13,0,ok,76083,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.9,14,0,ok,15346,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,15,0,ok,53142,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,16,0,ok,40258,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,17,0,ok,90191,,"
excluding the goal of the universe. 
In the early stages of"
Standard,2048,0.9,18,0,ok,51220,,"
excluding the goal of the universe. 
The main goal of the"
Standard,2048,0.9,19,0,ok,23246,,"
excluding the goal of the universe. 
The main goal of the"
Standard,4096,0.1,0,0,ok,26294,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,1,0,ok,92286,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,2,0,ok,57583,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,3,0,ok,37093,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,4,0,ok,29172,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,5,0,ok,83425,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.1,6,0,ok,46519,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,7,0,ok,40940,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,8,0,ok,61842,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,9,0,ok,82216,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.1,10,0,ok,53012,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,11,0,ok,33793,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,12,0,ok,45225,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,13,0,ok,31942,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,14,0,ok,79106,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,15,0,ok,55770,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,16,0,ok,84622,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.1,17,0,ok,69756,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.1,18,0,ok,66446,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.1,19,0,ok,26877,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,0,0,ok,62646,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,1,0,ok,21947,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,2,0,ok,16255,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,3,0,ok,59737,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.3,4,0,ok,36985,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,5,0,ok,14118,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,6,0,ok,97126,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,7,0,ok,37115,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,8,0,ok,10811,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,9,0,ok,26516,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,10,0,ok,25438,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,11,0,ok,70552,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.3,12,0,ok,67442,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,13,0,ok,65553,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,14,0,ok,83199,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,15,0,ok,22671,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,16,0,ok,40364,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,17,0,ok,64271,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.3,18,0,ok,63009,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.3,19,0,ok,92488,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,0,0,ok,54919,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,1,0,ok,22816,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,2,0,ok,56655,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,3,0,ok,18388,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,4,0,ok,67852,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,5,0,ok,51154,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,6,0,ok,46993,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,7,0,ok,29479,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,8,0,ok,54689,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,9,0,ok,94345,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,10,0,ok,65056,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,11,0,ok,34128,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,12,0,ok,51058,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,13,0,ok,16110,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,14,0,ok,22003,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,15,0,ok,94443,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.5,16,0,ok,66157,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,17,0,ok,71245,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.5,18,0,ok,39779,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.5,19,0,ok,68976,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,0,0,ok,52224,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,1,0,ok,60689,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.7,2,0,ok,51718,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,3,0,ok,20897,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.7,4,0,ok,18341,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,5,0,ok,75382,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,6,0,ok,26080,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,7,0,ok,20808,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.7,8,0,ok,47108,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,9,0,ok,81765,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,10,0,ok,86739,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,11,0,ok,65758,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.7,12,0,ok,82890,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,13,0,ok,28051,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,14,0,ok,22216,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,15,0,ok,83137,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,16,0,ok,80696,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,17,0,ok,86724,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,18,0,ok,92966,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.7,19,0,ok,79692,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.9,0,0,ok,66741,,"
explicit of the universe. 
The physical consequences of the universe are"
Standard,4096,0.9,1,0,ok,40645,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.9,2,0,ok,18520,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.9,3,0,ok,38761,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.9,4,0,ok,81722,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.9,5,0,ok,85286,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.9,6,0,ok,55277,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.9,7,0,ok,96091,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.9,8,0,ok,44532,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.9,9,0,ok,52532,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.9,10,0,ok,86732,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.9,11,0,ok,92589,,"
explicit of the universe. 
The physical consequences of space. "
Standard,4096,0.9,12,0,ok,98381,,"
explicit of the universe. 
The physical interpretation of the universe is"
Standard,4096,0.9,13,0,ok,38590,,"
referred to the central problem. 
The physical interpretation of the universe"
Standard,4096,0.9,14,0,ok,89949,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.9,15,0,ok,36461,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.9,16,0,ok,69442,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.9,17,0,ok,31577,,"
ref-context theory. 
The physical interpretation of long-context reasoning"
Standard,4096,0.9,18,0,ok,78093,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,4096,0.9,19,0,ok,80889,,"
referred to the central problem. 
The physical consequences of the universe"
Standard,8192,0.1,0,0,ok,42324,,"In the most common terms of the universe.

The vast apparel of"
