model,context_length,position_ratio,repeat,correct,status,passkey,pred_digits,generated_text
Standard,8192,0.3,6,0,ok,25874,,nential forentio
Standard,8192,0.3,7,0,ok,35182,,nential forentio
Standard,8192,0.3,8,0,ok,52179,,nential forentio
Standard,8192,0.3,9,0,ok,26018,,nential forentio
Standard,8192,0.5,0,0,ok,80180,,nential for enti
Standard,8192,0.5,1,0,ok,72700,,nential for enti
Standard,8192,0.5,2,0,ok,58645,,nential for enti
Standard,8192,0.5,3,0,ok,86121,,nential for enti
Standard,8192,0.5,4,0,ok,94443,,nential for enti
Standard,8192,0.5,5,0,ok,83350,,nential for enti
Standard,8192,0.5,6,0,ok,11156,,nential for enti
Standard,8192,0.5,7,0,ok,39281,,nential for enti
Standard,8192,0.5,8,0,ok,45956,,nential for enti
Standard,8192,0.5,9,0,ok,64093,,nential for enti
Standard,8192,0.7,0,0,ok,77877,,nential for ence
Standard,8192,0.7,1,0,ok,90225,,nential for ence
Standard,8192,0.7,2,0,ok,68310,,nential for ence
Standard,8192,0.7,3,0,ok,30325,,nential for ence
Standard,8192,0.7,4,0,ok,80115,,nential for ence
Standard,8192,0.7,5,0,ok,53033,,nential for ence
Standard,8192,0.7,6,0,ok,50735,,nential for ence
Standard,8192,0.7,7,0,ok,68830,,nential for ence
Standard,8192,0.7,8,0,ok,88940,,nential for ence
Standard,8192,0.7,9,0,ok,52359,,nential for ence
Standard,8192,0.9,0,0,ok,30177,,nential for ence
Standard,8192,0.9,1,0,ok,62252,,nential for ence
Standard,8192,0.9,2,0,ok,93856,,nential for ence
Standard,8192,0.9,3,0,ok,23862,,nential for ence
Standard,8192,0.9,4,0,ok,69746,,nential for ence
Standard,8192,0.9,5,0,ok,43935,,nential for ence
Standard,8192,0.9,6,0,ok,46496,,nential for ence
Standard,8192,0.9,7,0,ok,68274,,nential for ence
Standard,8192,0.9,8,0,ok,39734,,nential for ence
Standard,8192,0.9,9,0,ok,77701,,nential for ence
Sigmoid,1024,0.1,0,0,ok,15454,,kences across po
Sigmoid,1024,0.1,1,0,ok,24311,,kences across po
Sigmoid,1024,0.1,2,0,ok,88376,,kences across po
Sigmoid,1024,0.1,3,0,ok,22514,,kences across po
Sigmoid,1024,0.1,4,0,ok,41412,,kences across po
Sigmoid,1024,0.1,5,0,ok,85784,,kences across po
Sigmoid,1024,0.1,6,0,ok,11021,,kences across po
Sigmoid,1024,0.1,7,0,ok,64768,,kences across po
Sigmoid,1024,0.1,8,0,ok,99280,,kences across po
Sigmoid,1024,0.1,9,0,ok,95509,,kences across po
Sigmoid,1024,0.3,0,0,ok,42800,,kences across po
Sigmoid,1024,0.3,1,0,ok,23947,,kences across po
Sigmoid,1024,0.3,2,0,ok,98798,,kences across po
Sigmoid,1024,0.3,3,0,ok,96188,,kences across po
Sigmoid,1024,0.3,4,0,ok,17700,,kences across po
Sigmoid,1024,0.3,5,0,ok,79877,,kences across po
Sigmoid,1024,0.3,6,0,ok,11594,,kences across po
Sigmoid,1024,0.3,7,0,ok,85505,,kences across po
Sigmoid,1024,0.3,8,0,ok,78646,,kences across po
Sigmoid,1024,0.3,9,0,ok,35178,,kences across po
Sigmoid,1024,0.5,0,0,ok,41954,,kences across po
Sigmoid,1024,0.5,1,0,ok,59891,,kences across po
Sigmoid,1024,0.5,2,0,ok,61750,,kences across po
Sigmoid,1024,0.5,3,0,ok,44799,,kences across po
Sigmoid,1024,0.5,4,0,ok,35477,,kences across po
Sigmoid,1024,0.5,5,0,ok,42407,,kences across po
Sigmoid,1024,0.5,6,0,ok,21587,,kences across po
Sigmoid,1024,0.5,7,0,ok,67692,,kences across po
Sigmoid,1024,0.5,8,0,ok,87460,,kences across po
Sigmoid,1024,0.5,9,0,ok,83548,,kences across po
Sigmoid,1024,0.7,0,0,ok,57401,,kences across po
Sigmoid,1024,0.7,1,0,ok,70446,,kences across po
Sigmoid,1024,0.7,2,0,ok,45100,,kences across po
Sigmoid,1024,0.7,3,0,ok,68797,,kences across po
Sigmoid,1024,0.7,4,0,ok,18694,,kences across po
Sigmoid,1024,0.7,5,0,ok,62148,,kences across po
Sigmoid,1024,0.7,6,0,ok,43631,,kences across po
Sigmoid,1024,0.7,7,0,ok,20377,,kences across po
Sigmoid,1024,0.7,8,0,ok,64456,,kences across po
Sigmoid,1024,0.7,9,0,ok,32728,,kences across po
Sigmoid,1024,0.9,0,0,ok,97903,,kence modeling a
Sigmoid,1024,0.9,1,0,ok,33302,,kence modeling a
Sigmoid,1024,0.9,2,0,ok,80736,,kence modeling a
Sigmoid,1024,0.9,3,0,ok,14069,,kence modeling a
Sigmoid,1024,0.9,4,0,ok,59443,,kence modeling a
Sigmoid,1024,0.9,5,0,ok,62723,,kence modeling a
Sigmoid,1024,0.9,6,0,ok,87677,,kence modeling a
Sigmoid,1024,0.9,7,0,ok,53254,,kence modeling a
Sigmoid,1024,0.9,8,0,ok,53939,,kence modeling a
Sigmoid,1024,0.9,9,0,ok,34280,,kence modeling a
Sigmoid,2048,0.1,0,0,ok,12617,,sential for expe
Sigmoid,2048,0.1,1,0,ok,75961,,sential for expe
Sigmoid,2048,0.1,2,0,ok,42792,,sential for expe
Sigmoid,2048,0.1,3,0,ok,68961,,sential for expe
Sigmoid,2048,0.1,4,0,ok,11333,,sential for expe
Sigmoid,2048,0.1,5,0,ok,46385,,sential for expe
Sigmoid,2048,0.1,6,0,ok,43017,,sential for expe
Sigmoid,2048,0.1,7,0,ok,52223,,sential for expe
Sigmoid,2048,0.1,8,0,ok,65776,,sential for expe
Sigmoid,2048,0.1,9,0,ok,18372,,sential for expe
Sigmoid,2048,0.3,0,0,ok,10262,,sential for expe
Sigmoid,2048,0.3,1,0,ok,48599,,sential for expe
Sigmoid,2048,0.3,2,0,ok,13218,,sential for expe
Sigmoid,2048,0.3,3,0,ok,98080,,sential for expe
Sigmoid,2048,0.3,4,0,ok,90399,,sential for expe
Sigmoid,2048,0.3,5,0,ok,12453,,sential for expe
Sigmoid,2048,0.3,6,0,ok,39460,,sential for expe
Sigmoid,2048,0.3,7,0,ok,21237,,sential for expe
Sigmoid,2048,0.3,8,0,ok,21174,,sential for expe
Sigmoid,2048,0.3,9,0,ok,23146,,sential for expe
Sigmoid,2048,0.5,0,0,ok,48707,,sential for expe
Sigmoid,2048,0.5,1,0,ok,15247,,sential for expe
Sigmoid,2048,0.5,2,0,ok,64553,,sential for expe
Sigmoid,2048,0.5,3,0,ok,33861,,sential for expe
Sigmoid,2048,0.5,4,0,ok,41642,,sential for expe
Sigmoid,2048,0.5,5,0,ok,16672,,sential for expe
Sigmoid,2048,0.5,6,0,ok,32283,,sential for expe
Sigmoid,2048,0.5,7,0,ok,59737,,sential for expe
Sigmoid,2048,0.5,8,0,ok,25909,,sential for expe
Sigmoid,2048,0.5,9,0,ok,65887,,sential for expe
Sigmoid,2048,0.7,0,0,ok,47836,,sential for expe
Sigmoid,2048,0.7,1,0,ok,14578,,sential for expe
Sigmoid,2048,0.7,2,0,ok,77819,,sential for expe
Sigmoid,2048,0.7,3,0,ok,51253,,sential for expe
Sigmoid,2048,0.7,4,0,ok,37014,,sential for expe
Sigmoid,2048,0.7,5,0,ok,58579,,sential for expe
Sigmoid,2048,0.7,6,0,ok,67120,,sential for expe
Sigmoid,2048,0.7,7,0,ok,81507,,sential for expe
Sigmoid,2048,0.7,8,0,ok,88015,,sential for expe
Sigmoid,2048,0.7,9,0,ok,34448,,sential for expe
Sigmoid,2048,0.9,0,0,ok,81429,,sential for expe
Sigmoid,2048,0.9,1,0,ok,79045,,sential for expe
Sigmoid,2048,0.9,2,0,ok,88359,,sential for expe
Sigmoid,2048,0.9,3,0,ok,36712,,sential for expe
Sigmoid,2048,0.9,4,0,ok,81275,,sential for expe
Sigmoid,2048,0.9,5,0,ok,37523,,sential for expe
Sigmoid,2048,0.9,6,0,ok,47050,,sential for expe
Sigmoid,2048,0.9,7,0,ok,10959,,sential for expe
Sigmoid,2048,0.9,8,0,ok,41633,,sential for expe
Sigmoid,2048,0.9,9,0,ok,75693,,sential for expe
Sigmoid,4096,0.1,0,0,ok,98012,,kencentiac for n
Sigmoid,4096,0.1,1,0,ok,20573,,kencentiac for n
Sigmoid,4096,0.1,2,0,ok,57380,,kencentiac for n
Sigmoid,4096,0.1,3,0,ok,23763,,kencentiac for n
Sigmoid,4096,0.1,4,0,ok,56667,,kencentiac for n
Sigmoid,4096,0.1,5,0,ok,64372,,kencentiac for n
Sigmoid,4096,0.1,6,0,ok,78415,,kencentiac for n
Sigmoid,4096,0.1,7,0,ok,95238,,kencentiac for n
Sigmoid,4096,0.1,8,0,ok,58746,,kencentiac for n
Sigmoid,4096,0.1,9,0,ok,64878,,kencentiac for n
Sigmoid,4096,0.3,0,0,ok,18467,,kencentiac for n
Sigmoid,4096,0.3,1,0,ok,25972,,kencentiac for n
Sigmoid,4096,0.3,2,0,ok,21007,,kencentiac for n
Sigmoid,4096,0.3,3,0,ok,22321,,kencentiac for n
Sigmoid,4096,0.3,4,0,ok,49381,,kencentiac for n
Sigmoid,4096,0.3,5,0,ok,51330,,kencentiac for n
Sigmoid,4096,0.3,6,0,ok,71099,,kencentiac for n
Sigmoid,4096,0.3,7,0,ok,87373,,kencentiac for n
Sigmoid,4096,0.3,8,0,ok,16363,,kencentiac for n
Sigmoid,4096,0.3,9,0,ok,94970,,kencentiac for n
Sigmoid,4096,0.5,0,0,ok,57577,,kencentiac for e
Sigmoid,4096,0.5,1,0,ok,43000,,kencentiac for e
Sigmoid,4096,0.5,2,0,ok,34353,,kencentiac for e
Sigmoid,4096,0.5,3,0,ok,26660,,kencentiac for e
Sigmoid,4096,0.5,4,0,ok,71810,,kencentiac for e
Sigmoid,4096,0.5,5,0,ok,57066,,kencentiac for e
Sigmoid,4096,0.5,6,0,ok,88642,,kencentiac for e
Sigmoid,4096,0.5,7,0,ok,86572,,kencentiac for e
Sigmoid,4096,0.5,8,0,ok,66438,,kencentiac for e
Sigmoid,4096,0.5,9,0,ok,94680,,kencentiac for e
Sigmoid,4096,0.7,0,0,ok,21118,,kencential for e
Sigmoid,4096,0.7,1,0,ok,36228,,kencential for e
Sigmoid,4096,0.7,2,0,ok,10549,,kencential for e
Sigmoid,4096,0.7,3,0,ok,39909,,kencential for e
Sigmoid,4096,0.7,4,0,ok,36206,,kencential for e
Sigmoid,4096,0.7,5,0,ok,10482,,kencential for e
Sigmoid,4096,0.7,6,0,ok,69621,,kencential for e
Sigmoid,4096,0.7,7,0,ok,36623,,kencential for e
Sigmoid,4096,0.7,8,0,ok,10456,,kencential for e
Sigmoid,4096,0.7,9,0,ok,96944,,kencential for e
Sigmoid,4096,0.9,0,0,ok,25523,,kencential for e
Sigmoid,4096,0.9,1,0,ok,62118,,kencential for e
Sigmoid,4096,0.9,2,0,ok,58086,,kencential for e
Sigmoid,4096,0.9,3,0,ok,46322,,kencential for e
Sigmoid,4096,0.9,4,0,ok,23417,,kencential for e
Sigmoid,4096,0.9,5,0,ok,17472,,kencential for e
Sigmoid,4096,0.9,6,0,ok,72426,,kencential for e
Sigmoid,4096,0.9,7,0,ok,91693,,kencential for e
Sigmoid,4096,0.9,8,0,ok,33774,,kencential for e
Sigmoid,4096,0.9,9,0,ok,63305,,kencential for e
Sigmoid,8192,0.1,0,0,ok,41029,,s kentic paragra
Sigmoid,8192,0.1,1,0,ok,20390,,s kentic paragra
Sigmoid,8192,0.1,2,0,ok,96601,,sed tioqueprosuc
Sigmoid,8192,0.1,3,0,ok,27065,,s kentic paragra
Sigmoid,8192,0.1,4,0,ok,97716,,s kentic paragra
Sigmoid,8192,0.1,5,0,ok,86209,,pedistion can re
Sigmoid,8192,0.1,6,0,ok,36463,,sed tioqueprosuc
Sigmoid,8192,0.1,7,0,ok,89519,,s kentic paragra
Sigmoid,8192,0.1,8,0,ok,36525,,s kentic paragra
Sigmoid,8192,0.1,9,0,ok,49500,,sed tioqueprosuc
Sigmoid,8192,0.3,0,0,ok,90671,,pedistion can re
Sigmoid,8192,0.3,1,0,ok,93825,,pedistion can re
Sigmoid,8192,0.3,2,0,ok,44744,,pedistion can re
Sigmoid,8192,0.3,3,0,ok,16911,,pedistion can re
Sigmoid,8192,0.3,4,0,ok,76615,,pedistion can re
Sigmoid,8192,0.3,5,0,ok,24419,,pedistion can re
Sigmoid,8192,0.3,6,0,ok,20745,,pedistion can re
Sigmoid,8192,0.3,7,0,ok,79697,,pedistion can re
Sigmoid,8192,0.3,8,0,ok,22379,,pedistion can re
Sigmoid,8192,0.3,9,0,ok,48398,,pedistion can re
Sigmoid,8192,0.5,0,0,ok,26349,,pedistion can re
Sigmoid,8192,0.5,1,0,ok,83975,,pedistion can re
Sigmoid,8192,0.5,2,0,ok,81912,,pedistion can re
Sigmoid,8192,0.5,3,0,ok,48063,,pedistion can re
Sigmoid,8192,0.5,4,0,ok,94278,,pedistion can re
Sigmoid,8192,0.5,5,0,ok,39513,,pedistion can re
Sigmoid,8192,0.5,6,0,ok,24231,,pedistion can re
Sigmoid,8192,0.5,7,0,ok,80319,,pedistion can re
Sigmoid,8192,0.5,8,0,ok,81833,,pedistion can re
Sigmoid,8192,0.5,9,0,ok,94910,,pedistion can re
Sigmoid,8192,0.7,0,0,ok,97082,,redistion tional
Sigmoid,8192,0.7,1,0,ok,28814,,redistion tional
Sigmoid,8192,0.7,2,0,ok,20172,,redistion tional
Sigmoid,8192,0.7,3,0,ok,33593,,redistion tional
Sigmoid,8192,0.7,4,0,ok,10046,,redistion tional
Sigmoid,8192,0.7,5,0,ok,25240,,redistion tional
Sigmoid,8192,0.7,6,0,ok,94905,,redistion tional
Sigmoid,8192,0.7,7,0,ok,57182,,redistion tional
Sigmoid,8192,0.7,8,0,ok,25361,,redistion tional
Sigmoid,8192,0.7,9,0,ok,54961,,redistion tional
Sigmoid,8192,0.9,0,0,ok,45125,,ked tiong. The r
Sigmoid,8192,0.9,1,0,ok,73487,,ked tiong. The r
Sigmoid,8192,0.9,2,0,ok,19124,,ked tiong. The r
Sigmoid,8192,0.9,3,0,ok,37647,,ked tiong. The r
Sigmoid,8192,0.9,4,0,ok,64064,,ked tiong. The r
Sigmoid,8192,0.9,5,0,ok,39396,,ked tiong. The r
Sigmoid,8192,0.9,6,0,ok,19587,,ked tiong. The r
Sigmoid,8192,0.9,7,0,ok,89421,,ked tiong. The r
Sigmoid,8192,0.9,8,0,ok,52526,,ked tiong. The r
Sigmoid,8192,0.9,9,0,ok,12566,,ked tiong. The r
Anchored-20,1024,0.1,0,0,ok,56321,,nseueyntion . Th
Anchored-20,1024,0.1,1,0,ok,94119,,nseueyntion . Th
Anchored-20,1024,0.1,2,0,ok,47068,,nseueyntion . Th
Anchored-20,1024,0.1,3,0,ok,77426,,nseueyntion . Th
Anchored-20,1024,0.1,4,0,ok,99746,,nseueyntion . Th
Anchored-20,1024,0.1,5,0,ok,45107,,nseueyntion . Th
Anchored-20,1024,0.1,6,0,ok,41221,,nseueyntion . Th
Anchored-20,1024,0.1,7,0,ok,13176,,nseueyntion . Th
Anchored-20,1024,0.1,8,0,ok,15965,,nseueyntion . Th
Anchored-20,1024,0.1,9,0,ok,58595,,nseueyntion . Th
Anchored-20,1024,0.3,0,0,ok,78456,,nd for language 
Anchored-20,1024,0.3,1,0,ok,31430,,nd for language 
Anchored-20,1024,0.3,2,0,ok,17022,,nd for language 
Anchored-20,1024,0.3,3,0,ok,60722,,nd for language 
Anchored-20,1024,0.3,4,0,ok,66187,,nd for language 
Anchored-20,1024,0.3,5,0,ok,36383,,nd for language 
Anchored-20,1024,0.3,6,0,ok,33329,,nd for language 
Anchored-20,1024,0.3,7,0,ok,49659,,nd for language 
Anchored-20,1024,0.3,8,0,ok,22262,,nd for language 
Anchored-20,1024,0.3,9,0,ok,67765,,nd for language 
Anchored-20,1024,0.5,0,0,ok,26100,,nseueyntion . Th
Anchored-20,1024,0.5,1,0,ok,82868,,nseueyntion . Th
Anchored-20,1024,0.5,2,0,ok,71063,,nseueyntion . Th
Anchored-20,1024,0.5,3,0,ok,30927,,nseueyntion . Th
Anchored-20,1024,0.5,4,0,ok,98317,,nseueyntion . Th
Anchored-20,1024,0.5,5,0,ok,61782,,nseueyntion . Th
Anchored-20,1024,0.5,6,0,ok,44359,,nseueyntion . Th
Anchored-20,1024,0.5,7,0,ok,10591,,nseueyntion . Th
Anchored-20,1024,0.5,8,0,ok,57314,,nseueyntion . Th
Anchored-20,1024,0.5,9,0,ok,59436,,nseueyntion . Th
Anchored-20,1024,0.7,0,0,ok,43203,,nd long-context 
Anchored-20,1024,0.7,1,0,ok,39241,,nd for language 
Anchored-20,1024,0.7,2,0,ok,21486,,nd for language 
Anchored-20,1024,0.7,3,0,ok,18387,,nd for language 
Anchored-20,1024,0.7,4,0,ok,25187,,nd for language 
Anchored-20,1024,0.7,5,0,ok,37264,,nd for language 
Anchored-20,1024,0.7,6,0,ok,13023,,nd for language 
Anchored-20,1024,0.7,7,0,ok,85382,,nd for language 
Anchored-20,1024,0.7,8,0,ok,80736,,nd for language 
Anchored-20,1024,0.7,9,0,ok,98636,,nd for language 
Anchored-20,1024,0.9,0,0,ok,49537,,nseueyition an r
Anchored-20,1024,0.9,1,0,ok,73197,2,nseueyic 2nease 
Anchored-20,1024,0.9,2,0,ok,61921,,nseueyition an r
Anchored-20,1024,0.9,3,0,ok,25150,2,nseueyic 2nease 
Anchored-20,1024,0.9,4,0,ok,76995,2,nseueyic 2nease 
Anchored-20,1024,0.9,5,0,ok,23359,2,nseueyic 2nease 
Anchored-20,1024,0.9,6,0,ok,75808,,nseueyition an r
Anchored-20,1024,0.9,7,0,ok,58287,,nseueyition an r
Anchored-20,1024,0.9,8,0,ok,98729,,nseueyition an r
Anchored-20,1024,0.9,9,0,ok,62275,2,nseueyic 2nease 
Anchored-20,2048,0.1,0,0,ok,42221,,nd long-context 
Anchored-20,2048,0.1,1,0,ok,81005,,nd long-context 
Anchored-20,2048,0.1,2,0,ok,38476,,nd long-context 
Anchored-20,2048,0.1,3,0,ok,69138,,nd long-context 
Anchored-20,2048,0.1,4,0,ok,64522,,nd long-context 
Anchored-20,2048,0.1,5,0,ok,11503,,nd long-context 
Anchored-20,2048,0.1,6,0,ok,44668,,nd long-context 
Anchored-20,2048,0.1,7,0,ok,88769,,nd long-context 
Anchored-20,2048,0.1,8,0,ok,29086,,nd long-context 
Anchored-20,2048,0.1,9,0,ok,80239,,nd long-context 
